band,STM,value,class,endmember
SWIR2,std,-9999,6,coniferous shrubland
SWIR2,std,-9999,6,coniferous shrubland
SWIR2,std,-9999,6,coniferous shrubland
SWIR2,std,-9999,6,coniferous shrubland
SWIR2,std,-9999,6,coniferous shrubland
SWIR2,std,0,6,coniferous shrubland
SWIR2,std,190,6,coniferous shrubland
SWIR2,q10,350,6,coniferous shrubland
SWIR2,q10,407,6,coniferous shrubland
SWIR2,q10,221,6,coniferous shrubland
SWIR2,q10,412,6,coniferous shrubland
SWIR2,q10,614,6,coniferous shrubland
SWIR2,q10,422,6,coniferous shrubland
SWIR2,q10,448,6,coniferous shrubland
SWIR2,q10,530,6,coniferous shrubland
SWIR2,q10,304,6,coniferous shrubland
SWIR2,q10,310,6,coniferous shrubland
SWIR2,q10,323,6,coniferous shrubland
SWIR2,q10,288,6,coniferous shrubland
SWIR2,q10,327,6,coniferous shrubland
SWIR2,q10,507,6,coniferous shrubland
SWIR2,q10,420,6,coniferous shrubland
SWIR2,q10,360,6,coniferous shrubland
SWIR2,q10,239,6,coniferous shrubland
SWIR2,q10,301,6,coniferous shrubland
SWIR2,q10,100,6,coniferous shrubland
SWIR2,q10,366,6,coniferous shrubland
SWIR2,q10,302,6,coniferous shrubland
SWIR2,q10,321,6,coniferous shrubland
SWIR2,q10,447,6,coniferous shrubland
SWIR2,q10,354,6,coniferous shrubland
SWIR2,q10,454,6,coniferous shrubland
SWIR2,q10,736,6,coniferous shrubland
SWIR2,q10,385,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,698,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,829,6,coniferous shrubland
SWIR2,q10,377,6,coniferous shrubland
SWIR2,q10,18,6,coniferous shrubland
SWIR2,q10,750,6,coniferous shrubland
SWIR2,q10,237,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,-9999,6,coniferous shrubland
SWIR2,q10,349,6,coniferous shrubland
SWIR2,q10,447,6,coniferous shrubland
SWIR2,q50,413,6,coniferous shrubland
SWIR2,q50,499,6,coniferous shrubland
SWIR2,q50,738,6,coniferous shrubland
SWIR2,q50,496,6,coniferous shrubland
SWIR2,q50,699,6,coniferous shrubland
SWIR2,q50,457,6,coniferous shrubland
SWIR2,q50,396,6,coniferous shrubland
SWIR2,q50,512,6,coniferous shrubland
SWIR2,q50,304,6,coniferous shrubland
SWIR2,q50,320,6,coniferous shrubland
SWIR2,q50,561,6,coniferous shrubland
SWIR2,q50,330,6,coniferous shrubland
SWIR2,q50,327,6,coniferous shrubland
SWIR2,q50,520,6,coniferous shrubland
SWIR2,q50,421,6,coniferous shrubland
SWIR2,q50,503,6,coniferous shrubland
SWIR2,q50,283,6,coniferous shrubland
SWIR2,q50,343,6,coniferous shrubland
SWIR2,q50,264,6,coniferous shrubland
SWIR2,q50,408,6,coniferous shrubland
SWIR2,q50,315,6,coniferous shrubland
SWIR2,q50,898,6,coniferous shrubland
SWIR2,q50,482,6,coniferous shrubland
SWIR2,q50,440,6,coniferous shrubland
SWIR2,q50,462,6,coniferous shrubland
SWIR2,q50,901,6,coniferous shrubland
SWIR2,q50,437,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,698,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,845,6,coniferous shrubland
SWIR2,q50,515,6,coniferous shrubland
SWIR2,q50,332,6,coniferous shrubland
SWIR2,q50,750,6,coniferous shrubland
SWIR2,q50,247,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,-9999,6,coniferous shrubland
SWIR2,q50,349,6,coniferous shrubland
SWIR2,q50,846,6,coniferous shrubland
SWIR2,q90,531,6,coniferous shrubland
SWIR2,q90,514,6,coniferous shrubland
SWIR2,q90,812,6,coniferous shrubland
SWIR2,q90,616,6,coniferous shrubland
SWIR2,q90,818,6,coniferous shrubland
SWIR2,q90,476,6,coniferous shrubland
SWIR2,q90,460,6,coniferous shrubland
SWIR2,q90,533,6,coniferous shrubland
SWIR2,q90,304,6,coniferous shrubland
SWIR2,q90,346,6,coniferous shrubland
SWIR2,q90,561,6,coniferous shrubland
SWIR2,q90,374,6,coniferous shrubland
SWIR2,q90,327,6,coniferous shrubland
SWIR2,q90,529,6,coniferous shrubland
SWIR2,q90,421,6,coniferous shrubland
SWIR2,q90,538,6,coniferous shrubland
SWIR2,q90,352,6,coniferous shrubland
SWIR2,q90,355,6,coniferous shrubland
SWIR2,q90,584,6,coniferous shrubland
SWIR2,q90,561,6,coniferous shrubland
SWIR2,q90,393,6,coniferous shrubland
SWIR2,q90,898,6,coniferous shrubland
SWIR2,q90,713,6,coniferous shrubland
SWIR2,q90,552,6,coniferous shrubland
SWIR2,q90,485,6,coniferous shrubland
SWIR2,q90,1119,6,coniferous shrubland
SWIR2,q90,575,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,698,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,1127,6,coniferous shrubland
SWIR2,q90,644,6,coniferous shrubland
SWIR2,q90,702,6,coniferous shrubland
SWIR2,q90,750,6,coniferous shrubland
SWIR2,q90,312,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,-9999,6,coniferous shrubland
SWIR2,q90,349,6,coniferous shrubland
SWIR2,q90,846,6,coniferous shrubland
blue,std,94,7,grassland
blue,std,123,7,grassland
blue,std,132,7,grassland
blue,std,50,7,grassland
blue,std,82,7,grassland
blue,std,124,7,grassland
blue,std,71,7,grassland
blue,std,39,7,grassland
blue,std,61,7,grassland
blue,std,64,7,grassland
blue,std,53,7,grassland
blue,std,260,7,grassland
blue,std,54,7,grassland
blue,std,84,7,grassland
blue,std,91,7,grassland
blue,std,119,7,grassland
blue,std,113,7,grassland
blue,std,37,7,grassland
blue,std,28,7,grassland
blue,std,57,7,grassland
blue,std,25,7,grassland
blue,std,157,7,grassland
blue,std,41,7,grassland
blue,std,180,7,grassland
blue,std,25,7,grassland
blue,std,7,7,grassland
blue,std,117,7,grassland
blue,std,128,7,grassland
blue,std,89,7,grassland
blue,std,52,7,grassland
blue,std,0,7,grassland
blue,std,13,7,grassland
blue,std,315,7,grassland
blue,std,0,7,grassland
blue,std,115,7,grassland
blue,std,447,7,grassland
blue,std,29,7,grassland
blue,std,207,7,grassland
blue,std,57,7,grassland
blue,std,69,7,grassland
blue,std,70,7,grassland
blue,std,96,7,grassland
blue,std,67,7,grassland
blue,std,95,7,grassland
blue,std,70,7,grassland
blue,std,126,7,grassland
blue,std,126,7,grassland
blue,std,116,7,grassland
blue,std,97,7,grassland
blue,std,225,7,grassland
blue,std,65,7,grassland
blue,std,30,7,grassland
blue,std,56,7,grassland
blue,std,0,7,grassland
blue,std,12,7,grassland
blue,std,62,7,grassland
blue,std,53,7,grassland
blue,std,9,7,grassland
blue,std,9,7,grassland
blue,std,119,7,grassland
blue,std,63,7,grassland
blue,std,-9999,7,grassland
blue,std,216,7,grassland
blue,std,20,7,grassland
blue,std,7,7,grassland
blue,std,46,7,grassland
blue,std,108,7,grassland
blue,std,0,7,grassland
blue,std,81,7,grassland
blue,std,15,7,grassland
blue,std,-9999,7,grassland
blue,std,950,7,grassland
blue,std,0,7,grassland
blue,std,60,7,grassland
blue,std,0,7,grassland
blue,std,0,7,grassland
blue,std,59,7,grassland
blue,std,41,7,grassland
blue,std,14,7,grassland
blue,std,37,7,grassland
blue,std,22,7,grassland
blue,std,0,7,grassland
blue,std,56,7,grassland
blue,std,26,7,grassland
blue,std,90,7,grassland
blue,std,21,7,grassland
blue,std,37,7,grassland
blue,std,77,7,grassland
blue,std,9,7,grassland
blue,std,38,7,grassland
blue,std,46,7,grassland
blue,std,122,7,grassland
blue,std,202,7,grassland
blue,std,77,7,grassland
blue,std,158,7,grassland
blue,std,101,7,grassland
blue,std,57,7,grassland
blue,std,150,7,grassland
blue,std,95,7,grassland
blue,std,166,7,grassland
blue,std,128,7,grassland
blue,std,456,7,grassland
blue,std,45,7,grassland
blue,std,66,7,grassland
blue,std,0,7,grassland
blue,std,0,7,grassland
blue,std,83,7,grassland
blue,std,66,7,grassland
blue,std,28,7,grassland
blue,std,0,7,grassland
blue,std,74,7,grassland
blue,std,73,7,grassland
blue,std,-9999,7,grassland
blue,std,0,7,grassland
blue,std,0,7,grassland
blue,std,292,7,grassland
blue,std,295,7,grassland
blue,std,304,7,grassland
blue,std,34,7,grassland
blue,std,91,7,grassland
blue,std,291,7,grassland
blue,std,188,7,grassland
blue,std,116,7,grassland
blue,std,111,7,grassland
blue,std,47,7,grassland
blue,std,63,7,grassland
blue,std,171,7,grassland
blue,std,124,7,grassland
blue,std,183,7,grassland
blue,std,60,7,grassland
blue,std,159,7,grassland
blue,std,145,7,grassland
blue,std,190,7,grassland
blue,std,94,7,grassland
blue,std,89,7,grassland
blue,std,246,7,grassland
blue,std,135,7,grassland
blue,std,105,7,grassland
blue,std,9,7,grassland
blue,std,152,7,grassland
blue,std,168,7,grassland
blue,std,116,7,grassland
blue,std,0,7,grassland
blue,std,81,7,grassland
blue,std,104,7,grassland
blue,std,44,7,grassland
blue,std,211,7,grassland
blue,std,80,7,grassland
blue,std,0,7,grassland
blue,std,66,7,grassland
blue,std,1590,7,grassland
blue,std,185,7,grassland
blue,std,195,7,grassland
blue,std,121,7,grassland
blue,std,33,7,grassland
blue,std,43,7,grassland
blue,std,65,7,grassland
blue,std,22,7,grassland
blue,std,0,7,grassland
blue,std,35,7,grassland
blue,std,162,7,grassland
blue,std,77,7,grassland
blue,std,-9999,7,grassland
blue,std,11,7,grassland
blue,std,9,7,grassland
blue,std,40,7,grassland
blue,std,24,7,grassland
blue,std,42,7,grassland
blue,std,136,7,grassland
blue,std,123,7,grassland
blue,std,141,7,grassland
blue,std,15,7,grassland
blue,std,268,7,grassland
blue,std,39,7,grassland
blue,std,292,7,grassland
blue,std,14,7,grassland
blue,std,41,7,grassland
blue,std,9,7,grassland
blue,std,157,7,grassland
blue,std,64,7,grassland
blue,std,58,7,grassland
blue,std,0,7,grassland
blue,std,708,7,grassland
blue,std,32,7,grassland
blue,std,56,7,grassland
blue,std,36,7,grassland
blue,std,13,7,grassland
blue,std,46,7,grassland
blue,std,28,7,grassland
blue,std,64,7,grassland
blue,std,35,7,grassland
blue,std,35,7,grassland
blue,std,14,7,grassland
blue,std,22,7,grassland
blue,std,0,7,grassland
blue,std,79,7,grassland
blue,std,32,7,grassland
blue,std,93,7,grassland
blue,std,55,7,grassland
blue,std,0,7,grassland
blue,std,84,7,grassland
blue,std,23,7,grassland
blue,std,161,7,grassland
blue,std,170,7,grassland
blue,std,189,7,grassland
blue,std,95,7,grassland
blue,std,74,7,grassland
blue,std,-9999,7,grassland
blue,std,89,7,grassland
blue,std,152,7,grassland
blue,std,0,7,grassland
blue,std,17,7,grassland
blue,std,0,7,grassland
blue,std,48,7,grassland
blue,std,48,7,grassland
blue,std,0,7,grassland
blue,std,0,7,grassland
blue,std,78,7,grassland
blue,std,21,7,grassland
blue,std,0,7,grassland
blue,std,88,7,grassland
blue,std,208,7,grassland
blue,std,276,7,grassland
blue,std,149,7,grassland
blue,std,96,7,grassland
blue,std,162,7,grassland
blue,std,133,7,grassland
blue,std,117,7,grassland
blue,std,62,7,grassland
blue,std,104,7,grassland
blue,std,57,7,grassland
blue,std,245,7,grassland
blue,std,141,7,grassland
blue,std,137,7,grassland
blue,std,144,7,grassland
blue,std,65,7,grassland
blue,std,85,7,grassland
blue,std,101,7,grassland
blue,std,237,7,grassland
blue,std,191,7,grassland
blue,std,115,7,grassland
blue,std,170,7,grassland
blue,std,159,7,grassland
blue,std,102,7,grassland
blue,std,121,7,grassland
blue,std,0,7,grassland
blue,std,117,7,grassland
blue,std,124,7,grassland
blue,std,84,7,grassland
blue,std,208,7,grassland
blue,std,170,7,grassland
blue,std,66,7,grassland
blue,std,235,7,grassland
blue,std,244,7,grassland
blue,std,101,7,grassland
blue,std,337,7,grassland
blue,std,75,7,grassland
blue,std,112,7,grassland
blue,std,218,7,grassland
blue,std,127,7,grassland
blue,std,337,7,grassland
blue,std,6,7,grassland
blue,std,169,7,grassland
blue,q10,252,7,grassland
blue,q10,329,7,grassland
blue,q10,432,7,grassland
blue,q10,329,7,grassland
blue,q10,335,7,grassland
blue,q10,288,7,grassland
blue,q10,203,7,grassland
blue,q10,330,7,grassland
blue,q10,274,7,grassland
blue,q10,183,7,grassland
blue,q10,247,7,grassland
blue,q10,280,7,grassland
blue,q10,411,7,grassland
blue,q10,233,7,grassland
blue,q10,264,7,grassland
blue,q10,370,7,grassland
blue,q10,187,7,grassland
blue,q10,335,7,grassland
blue,q10,416,7,grassland
blue,q10,337,7,grassland
blue,q10,280,7,grassland
blue,q10,322,7,grassland
blue,q10,282,7,grassland
blue,q10,270,7,grassland
blue,q10,358,7,grassland
blue,q10,262,7,grassland
blue,q10,278,7,grassland
blue,q10,316,7,grassland
blue,q10,307,7,grassland
blue,q10,383,7,grassland
blue,q10,482,7,grassland
blue,q10,157,7,grassland
blue,q10,250,7,grassland
blue,q10,734,7,grassland
blue,q10,244,7,grassland
blue,q10,418,7,grassland
blue,q10,282,7,grassland
blue,q10,112,7,grassland
blue,q10,264,7,grassland
blue,q10,272,7,grassland
blue,q10,112,7,grassland
blue,q10,218,7,grassland
blue,q10,221,7,grassland
blue,q10,128,7,grassland
blue,q10,233,7,grassland
blue,q10,131,7,grassland
blue,q10,60,7,grassland
blue,q10,126,7,grassland
blue,q10,314,7,grassland
blue,q10,213,7,grassland
blue,q10,229,7,grassland
blue,q10,311,7,grassland
blue,q10,316,7,grassland
blue,q10,337,7,grassland
blue,q10,232,7,grassland
blue,q10,388,7,grassland
blue,q10,333,7,grassland
blue,q10,267,7,grassland
blue,q10,262,7,grassland
blue,q10,154,7,grassland
blue,q10,80,7,grassland
blue,q10,-9999,7,grassland
blue,q10,273,7,grassland
blue,q10,180,7,grassland
blue,q10,296,7,grassland
blue,q10,255,7,grassland
blue,q10,277,7,grassland
blue,q10,410,7,grassland
blue,q10,261,7,grassland
blue,q10,228,7,grassland
blue,q10,-9999,7,grassland
blue,q10,556,7,grassland
blue,q10,402,7,grassland
blue,q10,469,7,grassland
blue,q10,406,7,grassland
blue,q10,383,7,grassland
blue,q10,216,7,grassland
blue,q10,353,7,grassland
blue,q10,86,7,grassland
blue,q10,268,7,grassland
blue,q10,216,7,grassland
blue,q10,434,7,grassland
blue,q10,269,7,grassland
blue,q10,228,7,grassland
blue,q10,176,7,grassland
blue,q10,493,7,grassland
blue,q10,427,7,grassland
blue,q10,275,7,grassland
blue,q10,320,7,grassland
blue,q10,331,7,grassland
blue,q10,330,7,grassland
blue,q10,160,7,grassland
blue,q10,229,7,grassland
blue,q10,355,7,grassland
blue,q10,254,7,grassland
blue,q10,408,7,grassland
blue,q10,289,7,grassland
blue,q10,305,7,grassland
blue,q10,246,7,grassland
blue,q10,150,7,grassland
blue,q10,225,7,grassland
blue,q10,427,7,grassland
blue,q10,256,7,grassland
blue,q10,301,7,grassland
blue,q10,242,7,grassland
blue,q10,442,7,grassland
blue,q10,325,7,grassland
blue,q10,217,7,grassland
blue,q10,448,7,grassland
blue,q10,439,7,grassland
blue,q10,152,7,grassland
blue,q10,225,7,grassland
blue,q10,-9999,7,grassland
blue,q10,281,7,grassland
blue,q10,628,7,grassland
blue,q10,361,7,grassland
blue,q10,125,7,grassland
blue,q10,237,7,grassland
blue,q10,437,7,grassland
blue,q10,222,7,grassland
blue,q10,185,7,grassland
blue,q10,345,7,grassland
blue,q10,534,7,grassland
blue,q10,356,7,grassland
blue,q10,455,7,grassland
blue,q10,342,7,grassland
blue,q10,349,7,grassland
blue,q10,671,7,grassland
blue,q10,317,7,grassland
blue,q10,242,7,grassland
blue,q10,432,7,grassland
blue,q10,316,7,grassland
blue,q10,325,7,grassland
blue,q10,323,7,grassland
blue,q10,277,7,grassland
blue,q10,454,7,grassland
blue,q10,226,7,grassland
blue,q10,450,7,grassland
blue,q10,535,7,grassland
blue,q10,302,7,grassland
blue,q10,284,7,grassland
blue,q10,351,7,grassland
blue,q10,228,7,grassland
blue,q10,489,7,grassland
blue,q10,278,7,grassland
blue,q10,330,7,grassland
blue,q10,615,7,grassland
blue,q10,411,7,grassland
blue,q10,355,7,grassland
blue,q10,404,7,grassland
blue,q10,257,7,grassland
blue,q10,818,7,grassland
blue,q10,629,7,grassland
blue,q10,343,7,grassland
blue,q10,444,7,grassland
blue,q10,238,7,grassland
blue,q10,324,7,grassland
blue,q10,218,7,grassland
blue,q10,302,7,grassland
blue,q10,261,7,grassland
blue,q10,696,7,grassland
blue,q10,46,7,grassland
blue,q10,-9999,7,grassland
blue,q10,594,7,grassland
blue,q10,615,7,grassland
blue,q10,512,7,grassland
blue,q10,457,7,grassland
blue,q10,466,7,grassland
blue,q10,543,7,grassland
blue,q10,417,7,grassland
blue,q10,416,7,grassland
blue,q10,421,7,grassland
blue,q10,288,7,grassland
blue,q10,318,7,grassland
blue,q10,395,7,grassland
blue,q10,490,7,grassland
blue,q10,280,7,grassland
blue,q10,408,7,grassland
blue,q10,295,7,grassland
blue,q10,373,7,grassland
blue,q10,360,7,grassland
blue,q10,422,7,grassland
blue,q10,93,7,grassland
blue,q10,318,7,grassland
blue,q10,366,7,grassland
blue,q10,331,7,grassland
blue,q10,293,7,grassland
blue,q10,326,7,grassland
blue,q10,297,7,grassland
blue,q10,391,7,grassland
blue,q10,325,7,grassland
blue,q10,221,7,grassland
blue,q10,283,7,grassland
blue,q10,555,7,grassland
blue,q10,669,7,grassland
blue,q10,426,7,grassland
blue,q10,313,7,grassland
blue,q10,409,7,grassland
blue,q10,298,7,grassland
blue,q10,317,7,grassland
blue,q10,245,7,grassland
blue,q10,466,7,grassland
blue,q10,288,7,grassland
blue,q10,255,7,grassland
blue,q10,343,7,grassland
blue,q10,429,7,grassland
blue,q10,487,7,grassland
blue,q10,-9999,7,grassland
blue,q10,336,7,grassland
blue,q10,352,7,grassland
blue,q10,504,7,grassland
blue,q10,468,7,grassland
blue,q10,352,7,grassland
blue,q10,526,7,grassland
blue,q10,445,7,grassland
blue,q10,696,7,grassland
blue,q10,534,7,grassland
blue,q10,403,7,grassland
blue,q10,293,7,grassland
blue,q10,322,7,grassland
blue,q10,199,7,grassland
blue,q10,858,7,grassland
blue,q10,70,7,grassland
blue,q10,289,7,grassland
blue,q10,249,7,grassland
blue,q10,334,7,grassland
blue,q10,284,7,grassland
blue,q10,417,7,grassland
blue,q10,259,7,grassland
blue,q10,339,7,grassland
blue,q10,286,7,grassland
blue,q10,356,7,grassland
blue,q10,319,7,grassland
blue,q10,379,7,grassland
blue,q10,281,7,grassland
blue,q10,479,7,grassland
blue,q10,429,7,grassland
blue,q10,392,7,grassland
blue,q10,669,7,grassland
blue,q10,259,7,grassland
blue,q10,230,7,grassland
blue,q10,295,7,grassland
blue,q10,441,7,grassland
blue,q10,388,7,grassland
blue,q10,272,7,grassland
blue,q10,247,7,grassland
blue,q10,553,7,grassland
blue,q10,256,7,grassland
blue,q10,373,7,grassland
blue,q10,349,7,grassland
blue,q10,175,7,grassland
blue,q10,512,7,grassland
blue,q10,274,7,grassland
blue,q10,177,7,grassland
blue,q10,277,7,grassland
blue,q10,261,7,grassland
blue,q10,556,7,grassland
blue,q10,354,7,grassland
blue,q10,320,7,grassland
blue,q10,440,7,grassland
blue,q10,-97,7,grassland
blue,q10,576,7,grassland
blue,q10,318,7,grassland
blue,q50,295,7,grassland
blue,q50,354,7,grassland
blue,q50,432,7,grassland
blue,q50,402,7,grassland
blue,q50,400,7,grassland
blue,q50,358,7,grassland
blue,q50,282,7,grassland
blue,q50,382,7,grassland
blue,q50,315,7,grassland
blue,q50,241,7,grassland
blue,q50,316,7,grassland
blue,q50,428,7,grassland
blue,q50,429,7,grassland
blue,q50,325,7,grassland
blue,q50,393,7,grassland
blue,q50,420,7,grassland
blue,q50,389,7,grassland
blue,q50,357,7,grassland
blue,q50,466,7,grassland
blue,q50,417,7,grassland
blue,q50,319,7,grassland
blue,q50,515,7,grassland
blue,q50,347,7,grassland
blue,q50,382,7,grassland
blue,q50,376,7,grassland
blue,q50,277,7,grassland
blue,q50,396,7,grassland
blue,q50,395,7,grassland
blue,q50,378,7,grassland
blue,q50,452,7,grassland
blue,q50,482,7,grassland
blue,q50,185,7,grassland
blue,q50,414,7,grassland
blue,q50,734,7,grassland
blue,q50,328,7,grassland
blue,q50,1349,7,grassland
blue,q50,294,7,grassland
blue,q50,465,7,grassland
blue,q50,398,7,grassland
blue,q50,342,7,grassland
blue,q50,295,7,grassland
blue,q50,321,7,grassland
blue,q50,358,7,grassland
blue,q50,274,7,grassland
blue,q50,265,7,grassland
blue,q50,314,7,grassland
blue,q50,134,7,grassland
blue,q50,203,7,grassland
blue,q50,350,7,grassland
blue,q50,306,7,grassland
blue,q50,330,7,grassland
blue,q50,318,7,grassland
blue,q50,367,7,grassland
blue,q50,337,7,grassland
blue,q50,239,7,grassland
blue,q50,436,7,grassland
blue,q50,342,7,grassland
blue,q50,284,7,grassland
blue,q50,267,7,grassland
blue,q50,260,7,grassland
blue,q50,116,7,grassland
blue,q50,-9999,7,grassland
blue,q50,741,7,grassland
blue,q50,209,7,grassland
blue,q50,300,7,grassland
blue,q50,327,7,grassland
blue,q50,433,7,grassland
blue,q50,410,7,grassland
blue,q50,291,7,grassland
blue,q50,243,7,grassland
blue,q50,-9999,7,grassland
blue,q50,778,7,grassland
blue,q50,402,7,grassland
blue,q50,527,7,grassland
blue,q50,407,7,grassland
blue,q50,383,7,grassland
blue,q50,299,7,grassland
blue,q50,393,7,grassland
blue,q50,114,7,grassland
blue,q50,336,7,grassland
blue,q50,245,7,grassland
blue,q50,434,7,grassland
blue,q50,393,7,grassland
blue,q50,276,7,grassland
blue,q50,247,7,grassland
blue,q50,527,7,grassland
blue,q50,448,7,grassland
blue,q50,382,7,grassland
blue,q50,325,7,grassland
blue,q50,400,7,grassland
blue,q50,345,7,grassland
blue,q50,336,7,grassland
blue,q50,320,7,grassland
blue,q50,419,7,grassland
blue,q50,392,7,grassland
blue,q50,439,7,grassland
blue,q50,327,7,grassland
blue,q50,623,7,grassland
blue,q50,320,7,grassland
blue,q50,358,7,grassland
blue,q50,235,7,grassland
blue,q50,741,7,grassland
blue,q50,352,7,grassland
blue,q50,352,7,grassland
blue,q50,242,7,grassland
blue,q50,442,7,grassland
blue,q50,336,7,grassland
blue,q50,358,7,grassland
blue,q50,488,7,grassland
blue,q50,439,7,grassland
blue,q50,307,7,grassland
blue,q50,254,7,grassland
blue,q50,-9999,7,grassland
blue,q50,281,7,grassland
blue,q50,629,7,grassland
blue,q50,570,7,grassland
blue,q50,663,7,grassland
blue,q50,372,7,grassland
blue,q50,507,7,grassland
blue,q50,268,7,grassland
blue,q50,299,7,grassland
blue,q50,440,7,grassland
blue,q50,411,7,grassland
blue,q50,449,7,grassland
blue,q50,478,7,grassland
blue,q50,376,7,grassland
blue,q50,494,7,grassland
blue,q50,565,7,grassland
blue,q50,638,7,grassland
blue,q50,346,7,grassland
blue,q50,567,7,grassland
blue,q50,415,7,grassland
blue,q50,385,7,grassland
blue,q50,337,7,grassland
blue,q50,357,7,grassland
blue,q50,480,7,grassland
blue,q50,399,7,grassland
blue,q50,535,7,grassland
blue,q50,555,7,grassland
blue,q50,341,7,grassland
blue,q50,633,7,grassland
blue,q50,565,7,grassland
blue,q50,228,7,grassland
blue,q50,502,7,grassland
blue,q50,348,7,grassland
blue,q50,412,7,grassland
blue,q50,930,7,grassland
blue,q50,483,7,grassland
blue,q50,355,7,grassland
blue,q50,404,7,grassland
blue,q50,278,7,grassland
blue,q50,508,7,grassland
blue,q50,629,7,grassland
blue,q50,387,7,grassland
blue,q50,502,7,grassland
blue,q50,294,7,grassland
blue,q50,381,7,grassland
blue,q50,244,7,grassland
blue,q50,302,7,grassland
blue,q50,321,7,grassland
blue,q50,797,7,grassland
blue,q50,133,7,grassland
blue,q50,-9999,7,grassland
blue,q50,598,7,grassland
blue,q50,634,7,grassland
blue,q50,557,7,grassland
blue,q50,499,7,grassland
blue,q50,529,7,grassland
blue,q50,543,7,grassland
blue,q50,606,7,grassland
blue,q50,435,7,grassland
blue,q50,421,7,grassland
blue,q50,483,7,grassland
blue,q50,371,7,grassland
blue,q50,466,7,grassland
blue,q50,507,7,grassland
blue,q50,378,7,grassland
blue,q50,417,7,grassland
blue,q50,343,7,grassland
blue,q50,409,7,grassland
blue,q50,395,7,grassland
blue,q50,423,7,grassland
blue,q50,216,7,grassland
blue,q50,346,7,grassland
blue,q50,484,7,grassland
blue,q50,365,7,grassland
blue,q50,309,7,grassland
blue,q50,377,7,grassland
blue,q50,314,7,grassland
blue,q50,440,7,grassland
blue,q50,390,7,grassland
blue,q50,228,7,grassland
blue,q50,311,7,grassland
blue,q50,558,7,grassland
blue,q50,669,7,grassland
blue,q50,512,7,grassland
blue,q50,317,7,grassland
blue,q50,458,7,grassland
blue,q50,354,7,grassland
blue,q50,317,7,grassland
blue,q50,339,7,grassland
blue,q50,503,7,grassland
blue,q50,518,7,grassland
blue,q50,468,7,grassland
blue,q50,739,7,grassland
blue,q50,522,7,grassland
blue,q50,506,7,grassland
blue,q50,-9999,7,grassland
blue,q50,370,7,grassland
blue,q50,502,7,grassland
blue,q50,504,7,grassland
blue,q50,468,7,grassland
blue,q50,352,7,grassland
blue,q50,586,7,grassland
blue,q50,503,7,grassland
blue,q50,696,7,grassland
blue,q50,534,7,grassland
blue,q50,512,7,grassland
blue,q50,332,7,grassland
blue,q50,322,7,grassland
blue,q50,319,7,grassland
blue,q50,404,7,grassland
blue,q50,372,7,grassland
blue,q50,431,7,grassland
blue,q50,302,7,grassland
blue,q50,404,7,grassland
blue,q50,379,7,grassland
blue,q50,417,7,grassland
blue,q50,328,7,grassland
blue,q50,385,7,grassland
blue,q50,340,7,grassland
blue,q50,446,7,grassland
blue,q50,423,7,grassland
blue,q50,436,7,grassland
blue,q50,360,7,grassland
blue,q50,542,7,grassland
blue,q50,527,7,grassland
blue,q50,421,7,grassland
blue,q50,1143,7,grassland
blue,q50,353,7,grassland
blue,q50,346,7,grassland
blue,q50,363,7,grassland
blue,q50,607,7,grassland
blue,q50,426,7,grassland
blue,q50,492,7,grassland
blue,q50,248,7,grassland
blue,q50,680,7,grassland
blue,q50,482,7,grassland
blue,q50,495,7,grassland
blue,q50,438,7,grassland
blue,q50,419,7,grassland
blue,q50,571,7,grassland
blue,q50,570,7,grassland
blue,q50,539,7,grassland
blue,q50,334,7,grassland
blue,q50,521,7,grassland
blue,q50,660,7,grassland
blue,q50,514,7,grassland
blue,q50,541,7,grassland
blue,q50,494,7,grassland
blue,q50,354,7,grassland
blue,q50,583,7,grassland
blue,q50,379,7,grassland
blue,q90,495,7,grassland
blue,q90,540,7,grassland
blue,q90,643,7,grassland
