band,STM,value,class,endmember
SWIR1,q50,2173,1,artificial land
SWIR1,q50,2299,1,artificial land
SWIR1,q50,2635,1,artificial land
SWIR1,q50,2002,1,artificial land
SWIR1,q50,2636,1,artificial land
SWIR1,q50,1502,1,artificial land
SWIR1,q50,1208,1,artificial land
SWIR1,q50,2721,1,artificial land
SWIR1,q50,2176,1,artificial land
SWIR1,q50,2033,1,artificial land
SWIR1,q50,2696,1,artificial land
SWIR1,q50,2119,1,artificial land
SWIR1,q50,3290,1,artificial land
SWIR1,q50,1859,1,artificial land
SWIR1,q50,2040,1,artificial land
SWIR1,q50,1873,1,artificial land
SWIR1,q50,1451,1,artificial land
SWIR1,q50,721,1,artificial land
SWIR1,q50,1800,1,artificial land
SWIR1,q50,2138,1,artificial land
SWIR1,q50,1677,1,artificial land
SWIR1,q50,1739,1,artificial land
SWIR1,q50,2206,1,artificial land
SWIR1,q50,2568,1,artificial land
SWIR1,q50,2534,1,artificial land
SWIR1,q50,2330,1,artificial land
SWIR1,q50,2543,1,artificial land
SWIR1,q50,2723,1,artificial land
SWIR1,q50,3936,1,artificial land
SWIR1,q50,1951,1,artificial land
SWIR1,q50,2195,1,artificial land
SWIR1,q50,2034,1,artificial land
SWIR1,q50,1402,1,artificial land
SWIR1,q50,2377,1,artificial land
SWIR1,q50,2956,1,artificial land
SWIR1,q50,1882,1,artificial land
SWIR1,q50,2505,1,artificial land
SWIR1,q50,4814,1,artificial land
SWIR1,q50,3115,1,artificial land
SWIR1,q50,2883,1,artificial land
SWIR1,q50,2543,1,artificial land
SWIR1,q50,2462,1,artificial land
SWIR1,q50,2712,1,artificial land
SWIR1,q50,3500,1,artificial land
SWIR1,q50,1417,1,artificial land
SWIR1,q90,2036,1,artificial land
SWIR1,q90,2090,1,artificial land
SWIR1,q90,2365,1,artificial land
SWIR1,q90,2357,1,artificial land
SWIR1,q90,1220,1,artificial land
SWIR1,q90,2813,1,artificial land
SWIR1,q90,3015,1,artificial land
SWIR1,q90,2819,1,artificial land
SWIR1,q90,2264,1,artificial land
SWIR1,q90,2747,1,artificial land
SWIR1,q90,1622,1,artificial land
SWIR1,q90,1208,1,artificial land
SWIR1,q90,2860,1,artificial land
SWIR1,q90,2283,1,artificial land
SWIR1,q90,2301,1,artificial land
SWIR1,q90,2816,1,artificial land
SWIR1,q90,2148,1,artificial land
SWIR1,q90,3800,1,artificial land
SWIR1,q90,2407,1,artificial land
SWIR1,q90,2543,1,artificial land
SWIR1,q90,1915,1,artificial land
SWIR1,q90,1647,1,artificial land
SWIR1,q90,1041,1,artificial land
SWIR1,q90,1925,1,artificial land
SWIR1,q90,2233,1,artificial land
SWIR1,q90,1815,1,artificial land
SWIR1,q90,1761,1,artificial land
SWIR1,q90,2265,1,artificial land
SWIR1,q90,2595,1,artificial land
SWIR1,q90,2577,1,artificial land
SWIR1,q90,2365,1,artificial land
SWIR1,q90,2978,1,artificial land
SWIR1,q90,2856,1,artificial land
SWIR1,q90,4580,1,artificial land
SWIR1,q90,2154,1,artificial land
SWIR1,q90,2446,1,artificial land
SWIR1,q90,2119,1,artificial land
SWIR1,q90,1989,1,artificial land
SWIR1,q90,2432,1,artificial land
SWIR1,q90,3116,1,artificial land
SWIR1,q90,2457,1,artificial land
SWIR1,q90,2741,1,artificial land
SWIR1,q90,5036,1,artificial land
SWIR1,q90,3138,1,artificial land
SWIR1,q90,2921,1,artificial land
SWIR1,q90,2993,1,artificial land
SWIR1,q90,2493,1,artificial land
SWIR1,q90,2987,1,artificial land
SWIR1,q90,3909,1,artificial land
SWIR1,q90,1907,1,artificial land
SWIR2,std,67,1,artificial land
SWIR2,std,84,1,artificial land
SWIR2,std,93,1,artificial land
SWIR2,std,209,1,artificial land
SWIR2,std,125,1,artificial land
SWIR2,std,158,1,artificial land
SWIR2,std,720,1,artificial land
SWIR2,std,237,1,artificial land
SWIR2,std,201,1,artificial land
SWIR2,std,54,1,artificial land
SWIR2,std,79,1,artificial land
SWIR2,std,0,1,artificial land
SWIR2,std,83,1,artificial land
SWIR2,std,25,1,artificial land
SWIR2,std,318,1,artificial land
SWIR2,std,236,1,artificial land
SWIR2,std,106,1,artificial land
SWIR2,std,415,1,artificial land
SWIR2,std,310,1,artificial land
SWIR2,std,405,1,artificial land
SWIR2,std,82,1,artificial land
SWIR2,std,154,1,artificial land
SWIR2,std,220,1,artificial land
SWIR2,std,132,1,artificial land
SWIR2,std,148,1,artificial land
SWIR2,std,277,1,artificial land
SWIR2,std,35,1,artificial land
SWIR2,std,113,1,artificial land
SWIR2,std,150,1,artificial land
SWIR2,std,63,1,artificial land
SWIR2,std,165,1,artificial land
SWIR2,std,211,1,artificial land
SWIR2,std,298,1,artificial land
SWIR2,std,400,1,artificial land
SWIR2,std,195,1,artificial land
SWIR2,std,137,1,artificial land
SWIR2,std,32,1,artificial land
SWIR2,std,199,1,artificial land
SWIR2,std,153,1,artificial land
SWIR2,std,70,1,artificial land
SWIR2,std,188,1,artificial land
SWIR2,std,103,1,artificial land
SWIR2,std,132,1,artificial land
SWIR2,std,130,1,artificial land
SWIR2,std,119,1,artificial land
SWIR2,std,358,1,artificial land
SWIR2,std,19,1,artificial land
SWIR2,std,156,1,artificial land
SWIR2,std,342,1,artificial land
SWIR2,std,344,1,artificial land
SWIR2,q10,1245,1,artificial land
SWIR2,q10,1233,1,artificial land
SWIR2,q10,1726,1,artificial land
SWIR2,q10,1443,1,artificial land
SWIR2,q10,639,1,artificial land
SWIR2,q10,1418,1,artificial land
SWIR2,q10,1809,1,artificial land
SWIR2,q10,1438,1,artificial land
SWIR2,q10,1320,1,artificial land
SWIR2,q10,2115,1,artificial land
SWIR2,q10,1232,1,artificial land
SWIR2,q10,839,1,artificial land
SWIR2,q10,1692,1,artificial land
SWIR2,q10,1765,1,artificial land
SWIR2,q10,1192,1,artificial land
SWIR2,q10,1559,1,artificial land
SWIR2,q10,1484,1,artificial land
SWIR2,q10,2540,1,artificial land
SWIR2,q10,1181,1,artificial land
SWIR2,q10,731,1,artificial land
SWIR2,q10,1562,1,artificial land
SWIR2,q10,1050,1,artificial land
SWIR2,q10,424,1,artificial land
SWIR2,q10,1196,1,artificial land
SWIR2,q10,1382,1,artificial land
SWIR2,q10,999,1,artificial land
SWIR2,q10,1398,1,artificial land
SWIR2,q10,1373,1,artificial land
SWIR2,q10,1777,1,artificial land
SWIR2,q10,1943,1,artificial land
SWIR2,q10,1718,1,artificial land
SWIR2,q10,1855,1,artificial land
SWIR2,q10,1753,1,artificial land
SWIR2,q10,3186,1,artificial land
SWIR2,q10,1162,1,artificial land
SWIR2,q10,1945,1,artificial land
SWIR2,q10,901,1,artificial land
SWIR2,q10,959,1,artificial land
SWIR2,q10,1621,1,artificial land
SWIR2,q10,2364,1,artificial land
SWIR2,q10,1548,1,artificial land
SWIR2,q10,1933,1,artificial land
SWIR2,q10,3952,1,artificial land
SWIR2,q10,1862,1,artificial land
SWIR2,q10,2034,1,artificial land
SWIR2,q10,1540,1,artificial land
SWIR2,q10,1776,1,artificial land
SWIR2,q10,1746,1,artificial land
SWIR2,q10,2526,1,artificial land
SWIR2,q10,529,1,artificial land
SWIR2,q50,1327,1,artificial land
SWIR2,q50,1337,1,artificial land
SWIR2,q50,1801,1,artificial land
SWIR2,q50,1787,1,artificial land
SWIR2,q50,722,1,artificial land
SWIR2,q50,1439,1,artificial land
SWIR2,q50,2043,1,artificial land
SWIR2,q50,1770,1,artificial land
SWIR2,q50,1544,1,artificial land
SWIR2,q50,2127,1,artificial land
SWIR2,q50,1315,1,artificial land
SWIR2,q50,840,1,artificial land
SWIR2,q50,1744,1,artificial land
SWIR2,q50,1770,1,artificial land
SWIR2,q50,1666,1,artificial land
SWIR2,q50,1921,1,artificial land
SWIR2,q50,1632,1,artificial land
SWIR2,q50,2923,1,artificial land
SWIR2,q50,1491,1,artificial land
SWIR2,q50,1485,1,artificial land
SWIR2,q50,1683,1,artificial land
SWIR2,q50,1123,1,artificial land
SWIR2,q50,566,1,artificial land
SWIR2,q50,1424,1,artificial land
SWIR2,q50,1593,1,artificial land
SWIR2,q50,1376,1,artificial land
SWIR2,q50,1422,1,artificial land
SWIR2,q50,1408,1,artificial land
SWIR2,q50,2066,1,artificial land
SWIR2,q50,2049,1,artificial land
SWIR2,q50,1878,1,artificial land
SWIR2,q50,2023,1,artificial land
SWIR2,q50,2083,1,artificial land
SWIR2,q50,3186,1,artificial land
SWIR2,q50,1343,1,artificial land
SWIR2,q50,1944,1,artificial land
SWIR2,q50,959,1,artificial land
SWIR2,q50,1071,1,artificial land
SWIR2,q50,1948,1,artificial land
SWIR2,q50,2514,1,artificial land
SWIR2,q50,1549,1,artificial land
SWIR2,q50,2040,1,artificial land
SWIR2,q50,4126,1,artificial land
SWIR2,q50,2088,1,artificial land
SWIR2,q50,2188,1,artificial land
SWIR2,q50,1898,1,artificial land
SWIR2,q50,1804,1,artificial land
SWIR2,q50,2030,1,artificial land
SWIR2,q50,2954,1,artificial land
SWIR2,q50,1038,1,artificial land
SWIR2,q90,1412,1,artificial land
SWIR2,q90,1468,1,artificial land
SWIR2,q90,1963,1,artificial land
SWIR2,q90,1888,1,artificial land
SWIR2,q90,947,1,artificial land
SWIR2,q90,1790,1,artificial land
SWIR2,q90,3466,1,artificial land
SWIR2,q90,2046,1,artificial land
SWIR2,q90,1802,1,artificial land
SWIR2,q90,2204,1,artificial land
SWIR2,q90,1412,1,artificial land
SWIR2,q90,840,1,artificial land
SWIR2,q90,1814,1,artificial land
SWIR2,q90,1814,1,artificial land
SWIR2,q90,1967,1,artificial land
SWIR2,q90,2069,1,artificial land
SWIR2,q90,1707,1,artificial land
SWIR2,q90,3524,1,artificial land
SWIR2,q90,1722,1,artificial land
SWIR2,q90,1847,1,artificial land
SWIR2,q90,1767,1,artificial land
SWIR2,q90,1385,1,artificial land
SWIR2,q90,976,1,artificial land
SWIR2,q90,1540,1,artificial land
SWIR2,q90,1706,1,artificial land
SWIR2,q90,1586,1,artificial land
SWIR2,q90,1455,1,artificial land
SWIR2,q90,1627,1,artificial land
SWIR2,q90,2090,1,artificial land
SWIR2,q90,2064,1,artificial land
SWIR2,q90,2174,1,artificial land
SWIR2,q90,2339,1,artificial land
SWIR2,q90,2444,1,artificial land
SWIR2,q90,3896,1,artificial land
SWIR2,q90,1642,1,artificial land
SWIR2,q90,2059,1,artificial land
SWIR2,q90,992,1,artificial land
SWIR2,q90,1463,1,artificial land
SWIR2,q90,2006,1,artificial land
SWIR2,q90,2554,1,artificial land
SWIR2,q90,1815,1,artificial land
SWIR2,q90,2189,1,artificial land
SWIR2,q90,4260,1,artificial land
SWIR2,q90,2145,1,artificial land
SWIR2,q90,2322,1,artificial land
SWIR2,q90,2433,1,artificial land
SWIR2,q90,1808,1,artificial land
SWIR2,q90,2225,1,artificial land
SWIR2,q90,3258,1,artificial land
SWIR2,q90,1488,1,artificial land
blue,std,27,2,cropland
blue,std,58,2,cropland
blue,std,100,2,cropland
blue,std,123,2,cropland
blue,std,142,2,cropland
blue,std,167,2,cropland
blue,std,164,2,cropland
blue,std,95,2,cropland
blue,std,68,2,cropland
blue,std,51,2,cropland
blue,std,107,2,cropland
blue,std,97,2,cropland
blue,std,67,2,cropland
blue,std,142,2,cropland
blue,std,135,2,cropland
blue,std,201,2,cropland
blue,std,57,2,cropland
blue,std,112,2,cropland
blue,std,56,2,cropland
blue,std,116,2,cropland
blue,std,371,2,cropland
blue,std,514,2,cropland
blue,std,30,2,cropland
blue,std,55,2,cropland
blue,std,72,2,cropland
blue,std,206,2,cropland
blue,std,57,2,cropland
blue,std,129,2,cropland
blue,std,146,2,cropland
blue,std,233,2,cropland
blue,std,64,2,cropland
blue,std,135,2,cropland
blue,std,51,2,cropland
blue,std,284,2,cropland
blue,std,162,2,cropland
blue,std,52,2,cropland
blue,std,107,2,cropland
blue,std,132,2,cropland
blue,std,89,2,cropland
blue,std,95,2,cropland
blue,std,132,2,cropland
blue,std,132,2,cropland
blue,std,68,2,cropland
blue,std,145,2,cropland
blue,std,98,2,cropland
blue,std,30,2,cropland
blue,std,167,2,cropland
blue,std,129,2,cropland
blue,std,219,2,cropland
blue,std,148,2,cropland
blue,std,132,2,cropland
blue,std,219,2,cropland
blue,q10,327,2,cropland
blue,q10,314,2,cropland
blue,q10,257,2,cropland
blue,q10,260,2,cropland
blue,q10,383,2,cropland
blue,q10,227,2,cropland
blue,q10,292,2,cropland
blue,q10,255,2,cropland
blue,q10,254,2,cropland
blue,q10,283,2,cropland
blue,q10,224,2,cropland
blue,q10,258,2,cropland
blue,q10,230,2,cropland
blue,q10,266,2,cropland
blue,q10,251,2,cropland
blue,q10,300,2,cropland
blue,q10,207,2,cropland
blue,q10,169,2,cropland
blue,q10,309,2,cropland
blue,q10,176,2,cropland
blue,q10,212,2,cropland
blue,q10,1260,2,cropland
blue,q10,274,2,cropland
blue,q10,406,2,cropland
blue,q10,495,2,cropland
blue,q10,150,2,cropland
blue,q10,230,2,cropland
blue,q10,226,2,cropland
blue,q10,341,2,cropland
blue,q10,318,2,cropland
blue,q10,296,2,cropland
blue,q10,315,2,cropland
blue,q10,203,2,cropland
blue,q10,192,2,cropland
blue,q10,138,2,cropland
blue,q10,216,2,cropland
blue,q10,148,2,cropland
blue,q10,293,2,cropland
blue,q10,325,2,cropland
blue,q10,394,2,cropland
blue,q10,269,2,cropland
blue,q10,234,2,cropland
blue,q10,267,2,cropland
blue,q10,311,2,cropland
blue,q10,380,2,cropland
blue,q10,123,2,cropland
blue,q10,226,2,cropland
blue,q10,129,2,cropland
blue,q10,271,2,cropland
blue,q10,314,2,cropland
blue,q10,399,2,cropland
blue,q10,324,2,cropland
blue,q50,335,2,cropland
blue,q50,372,2,cropland
blue,q50,359,2,cropland
blue,q50,355,2,cropland
blue,q50,475,2,cropland
blue,q50,412,2,cropland
blue,q50,443,2,cropland
blue,q50,357,2,cropland
blue,q50,355,2,cropland
blue,q50,335,2,cropland
blue,q50,360,2,cropland
blue,q50,285,2,cropland
blue,q50,349,2,cropland
blue,q50,429,2,cropland
blue,q50,388,2,cropland
blue,q50,348,2,cropland
blue,q50,318,2,cropland
blue,q50,223,2,cropland
blue,q50,440,2,cropland
blue,q50,263,2,cropland
blue,q50,270,2,cropland
blue,q50,350,2,cropland
blue,q50,309,2,cropland
blue,q50,489,2,cropland
blue,q50,444,2,cropland
blue,q50,380,2,cropland
blue,q50,270,2,cropland
blue,q50,348,2,cropland
blue,q50,360,2,cropland
blue,q50,546,2,cropland
blue,q50,312,2,cropland
blue,q50,429,2,cropland
blue,q50,287,2,cropland
blue,q50,324,2,cropland
blue,q50,344,2,cropland
blue,q50,325,2,cropland
blue,q50,239,2,cropland
blue,q50,585,2,cropland
blue,q50,523,2,cropland
blue,q50,428,2,cropland
blue,q50,367,2,cropland
blue,q50,338,2,cropland
blue,q50,417,2,cropland
blue,q50,366,2,cropland
blue,q50,595,2,cropland
blue,q50,135,2,cropland
blue,q50,357,2,cropland
blue,q50,401,2,cropland
blue,q50,550,2,cropland
blue,q50,350,2,cropland
blue,q50,544,2,cropland
blue,q50,611,2,cropland
blue,q90,379,2,cropland
blue,q90,457,2,cropland
blue,q90,536,2,cropland
blue,q90,531,2,cropland
blue,q90,734,2,cropland
blue,q90,693,2,cropland
blue,q90,747,2,cropland
blue,q90,493,2,cropland
blue,q90,413,2,cropland
blue,q90,414,2,cropland
blue,q90,474,2,cropland
blue,q90,467,2,cropland
blue,q90,410,2,cropland
blue,q90,592,2,cropland
blue,q90,555,2,cropland
blue,q90,669,2,cropland
blue,q90,318,2,cropland
blue,q90,448,2,cropland
blue,q90,442,2,cropland
blue,q90,448,2,cropland
blue,q90,978,2,cropland
blue,q90,1260,2,cropland
blue,q90,335,2,cropland
blue,q90,626,2,cropland
blue,q90,495,2,cropland
blue,q90,574,2,cropland
blue,q90,386,2,cropland
blue,q90,454,2,cropland
blue,q90,652,2,cropland
blue,q90,866,2,cropland
blue,q90,435,2,cropland
blue,q90,603,2,cropland
blue,q90,326,2,cropland
blue,q90,835,2,cropland
blue,q90,545,2,cropland
blue,q90,382,2,cropland
blue,q90,431,2,cropland
blue,q90,627,2,cropland
blue,q90,569,2,cropland
blue,q90,641,2,cropland
blue,q90,602,2,cropland
blue,q90,577,2,cropland
blue,q90,454,2,cropland
blue,q90,659,2,cropland
blue,q90,674,2,cropland
blue,q90,199,2,cropland
blue,q90,655,2,cropland
blue,q90,461,2,cropland
blue,q90,835,2,cropland
blue,q90,625,2,cropland
blue,q90,758,2,cropland
blue,q90,1014,2,cropland
green,std,82,2,cropland
green,std,50,2,cropland
green,std,90,2,cropland
green,std,143,2,cropland
green,std,174,2,cropland
green,std,121,2,cropland
green,std,157,2,cropland
green,std,24,2,cropland
green,std,147,2,cropland
green,std,70,2,cropland
green,std,157,2,cropland
green,std,159,2,cropland
green,std,57,2,cropland
green,std,175,2,cropland
green,std,209,2,cropland
green,std,178,2,cropland
green,std,83,2,cropland
green,std,161,2,cropland
green,std,27,2,cropland
green,std,136,2,cropland
